date;fact;pred
20.01.2020;1.21;0.888070333333332
21.01.2020;7.09;7.90314733333333
22.01.2020;1.88;1.20011295238095
23.01.2020;0.24;1.05303933333333
24.01.2020;0.55;0.867722619047619
25.01.2020;0.08;0.139169750862664
26.01.2020;1.06;0.911488523809523
27.01.2020;0.12;1.1136728015873
28.01.2020;1.19;0.918505878787878
29.01.2020;1.63;0.948828666666667
